gss2	呼风唤雨	active	0.5		[{"k": "dmg", "tg": "all", "mult": 0.6, "src": "int"}, {"k": "status", "tg": "hit", "st": "burn", "chance": 0.3, "dur": 2}]
gss3	天罡道法	cmd			[{"k": "buff", "tg": "mates", "stat": "int", "pct": 0.14, "dur": 3}]
gss4	云龙护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.3}, {"k": "status", "tg": "self", "st": "dodge", "chance": 1.0, "dur": 2, "val": 0.2}]
ljy1	麒麟玉角	active	0.65		[{"k": "dmg", "tg": "single", "mult": 2.3, "exec": {"at": 0.4, "mul": 1.8}}]
ljy2	枪出如龙	active	0.45		[{"k": "dmg", "tg": "col", "mult": 1.5}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.35, "dur": 2}]
ljy3	河北玉麒麟	passive			[{"k": "pstat", "stat": "atk", "pct": 0.12}, {"k": "pcrit", "val": 0.06}]
ljy4	金甲护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.35}, {"k": "status", "tg": "self", "st": "taunt", "chance": 1.0, "dur": 1}]
yf1	沥泉神枪	active	0.65		[{"k": "dmg", "tg": "single", "mult": 2.2}, {"k": "status", "tg": "hit", "st": "vuln", "chance": 0.4, "dur": 2, "val": 0.2}]
yf2	岳家枪法	active	0.6		[{"k": "dmg", "tg": "col", "mult": 1.45}]
yf3	精忠报国	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.12, "dur": 3}, {"k": "buff", "tg": "mates", "stat": "def", "pct": 0.1, "dur": 3}]
yf4	岳母刺字	sure		3	[{"k": "heal", "tg": "mates", "mult": 0.7}, {"k": "cleanse", "tg": "mates"}]
yz2n	杨家枪法	active	0.65		[{"k": "dmg", "tg": "single", "mult": 2.0}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.35, "dur": 2}]
yz3n	青面兽冲	active	0.5		[{"k": "dmg", "tg": "col", "mult": 1.4}]
yz4n	杨家将血统	passive			[{"k": "pcut", "pct": 0.1}, {"k": "pstat", "stat": "def", "pct": 0.06}]
yz5n	将门之后	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.1, "dur": 3}, {"k": "buff", "tg": "mates", "stat": "def", "pct": 0.08, "dur": 3}]
shj1	九纹龙	active	0.65		[{"k": "dmg", "tg": "row", "mult": 1.1}]
shj2	史家枪法	active	0.65		[{"k": "dmg", "tg": "single", "mult": 1.9}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
shj3	少华山头领	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.1, "dur": 3}]
shj4	纹身护体	sure		2	[{"k": "shield", "tg": "colm", "pct": 0.2}]
hsn1	红锦套索	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.99}]
hsn2	双刀斩	passive			[{"k": "pfollow", "chance": 0.24, "mult": 0.6}]
hsn3	一丈青	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 1.06, "src": "int"}]
hsn4	女将风采	sure		2	[{"k": "shield", "tg": "self", "pct": 0.32}]
zw2	神机妙算	active	0.5		[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.23, "dur": 2}]
zw3	阵法精通	cmd			[{"k": "buff", "tg": "mates", "stat": "def", "pct": 0.14, "dur": 3}]
zw4	借刀杀人	active	0.55		[{"k": "dmg", "tg": "single", "mult": 2.13}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
zw5	谋士之智	cmd			[{"k": "buff", "tg": "mates", "stat": "int", "pct": 0.23, "dur": 3}]
cd2n	跳涧虎扑	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.5}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
cd3n	虎啸山林	active	0.45		[{"k": "dmg", "tg": "row", "mult": 0.79}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
cd4n	虎皮护甲	sure		2	[{"k": "shield", "tg": "self", "pct": 0.23}]
cd5n	少华山头领	cmd			[{"k": "buff", "tg": "mates", "stat": "def", "pct": 0.15, "dur": 3}]
yoc1	白花蛇牙	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.54}, {"k": "status", "tg": "hit", "st": "poison", "chance": 0.35, "dur": 3}]
yoc2	蛇影重重	active	0.45		[{"k": "dmg", "tg": "row", "mult": 0.74}, {"k": "status", "tg": "hit", "st": "poison", "chance": 0.35, "dur": 3}]
yoc3	蛇毒暗算	cmd			[{"k": "buff", "tg": "mates", "stat": "int", "pct": 0.13, "dur": 3}]
yoc4	蛇行潜踪	passive			[{"k": "pdodge", "chance": 0.14}]
cg1	托塔天王	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.9}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.3, "dur": 1}]
cg2	梁山之主	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.12, "dur": 3}]
cg3	天王护体	sure		3	[{"k": "shield", "tg": "mates", "pct": 0.1}]
cg4	聚义之怒	active	0.65		[{"k": "dmg", "tg": "row", "mult": 1.3}]
r21	立地太岁	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.02}]
r22	水中霸王	passive			[{"k": "pstat", "stat": "hp", "pct": 0.16}]
r23	渔家铁骨	passive			[{"k": "pcounter", "chance": 0.26, "mult": 0.8}]
r24	梁山泊水军	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.13, "dur": 3}]
r52	短命突袭	active	0.55		[{"k": "dmg", "tg": "single", "mult": 2.01}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
r53	水中霸王	passive			[{"k": "pstat", "stat": "atk", "pct": 0.1}]
r54	渔家护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.29}]
r55	梁山泊水军	cmd			[{"k": "buff", "tg": "mates", "stat": "def", "pct": 0.2, "dur": 3}]
r72	活阎罗怒	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.01}]
r73	阎罗降世	active	0.35		[{"k": "dmg", "tg": "all", "mult": 0.83}]
r74	鬼魅伎俩	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 1.28, "src": "int"}]
r75	阎罗护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.37}]
bsg1	白胜智取	active	0.5		[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.18, "dur": 2}]
bsg2	酒中迷药	active	0.45		[{"k": "dmg", "tg": "single", "mult": 1.51}, {"k": "status", "tg": "hit", "st": "disarm", "chance": 0.7, "dur": 1}]
bsg3	智取生辰纲	cmd			[{"k": "buff", "tg": "mates", "stat": "int", "pct": 0.12, "dur": 3}]
bsg4	闲汉伪装	passive			[{"k": "pdodge", "chance": 0.13}]
xk1	神行太保	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.12}]
xk2	神行疾风	passive			[{"k": "pdodge", "chance": 0.17}]
xk3	日行八百	passive			[{"k": "pstat", "stat": "atk", "pct": 0.11}]
xk4	神行军	passive			[{"k": "pfollow", "chance": 0.37, "mult": 0.6}]
zs2n	浪里白条	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.88}]
zs3n	水中搏杀	active	0.45		[{"k": "dmg", "tg": "row", "mult": 0.95}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
zs4n	水底潜行	passive			[{"k": "pdodge", "chance": 0.16}]
zs5n	白条救主	sure		2	[{"k": "heal", "tg": "mates", "mult": 0.4}]
shy1	百步穿杨	active	0.6		[{"k": "dmg", "tg": "weakest", "mult": 2.0}, {"k": "status", "tg": "hit", "st": "vuln", "chance": 0.4, "dur": 2, "val": 0.2}]
shy2	神臂弓散射	active	0.5		[{"k": "dmg", "tg": "col", "mult": 1.4}]
shy3	小李广	passive			[{"k": "pcrit", "val": 0.12}, {"k": "pstat", "stat": "agi", "pct": 0.08}, {"k": "pstat", "stat": "atk", "pct": 0.04}]
shy4	精准射击	active	0.5		[{"k": "dmg", "tg": "back", "mult": 1.3}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.25, "dur": 1}]
sl1	病尉迟	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.9}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.3, "dur": 1}]
sl2	孙家枪法	active	0.55		[{"k": "dmg", "tg": "row", "mult": 1.3}]
sl3	尉迟铁壁	sure		2	[{"k": "shield", "tg": "self", "pct": 0.3}, {"k": "status", "tg": "self", "st": "taunt", "chance": 1.0, "dur": 1}]
sl4	琼林名将	cmd			[{"k": "buff", "tg": "mates", "stat": "def", "pct": 0.16, "dur": 3}, {"k": "shield", "tg": "mates", "pct": 0.06}]
lty1	铁棒无敌	active	0.65		[{"k": "dmg", "tg": "single", "mult": 2.1}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.3, "dur": 1}]
lty2	祝家庄教头	active	0.65		[{"k": "dmg", "tg": "col", "mult": 1.4}]
lty3	铁壁阵	cmd			[{"k": "shield", "tg": "mates", "pct": 0.12}]
lty4	名师指导	passive			[{"k": "pstat", "stat": "atk", "pct": 0.08}, {"k": "pstat", "stat": "def", "pct": 0.08}]
zb1	祝家枪法	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.53}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
zb2	三杰联手	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.06, "dur": 3}]
zb3	祝家庄豪杰	sure		2	[{"k": "shield", "tg": "self", "pct": 0.21}]
zb4	祝家豪气	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.09, "dur": 3}]
ytb1	雷部正神	active	0.55		[{"k": "dmg", "tg": "single", "mult": 2.0}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.3, "dur": 1}]
ytb2	云家枪法	active	0.5		[{"k": "dmg", "tg": "col", "mult": 1.4}]
ytb3	忠义护国	sure		3	[{"k": "shield", "tg": "mates", "pct": 0.1}]
ytb4	雷将统帅	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.1, "dur": 3}, {"k": "buff", "tg": "mates", "stat": "def", "pct": 0.08, "dur": 3}]
cxt1	猿臂剑法	active	0.65		[{"k": "dmg", "tg": "single", "mult": 1.8, "src": "int"}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
cxt2	希真幻术	active	0.65		[{"k": "status", "tg": "rand2", "st": "chaos", "chance": 0.5, "dur": 1}]
cxt3	巧夺天工	sure		2	[{"k": "steal", "tg": "strongest", "stat": "int", "pct": 0.35, "dur": 3}]
cxt4	仙风道骨	sure		3	[{"k": "heal", "tg": "mates", "mult": 0.8}]
lhn1	慧眼识破	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.87}, {"k": "status", "tg": "hit", "st": "vuln", "chance": 0.4, "dur": 2, "val": 0.2}]
lhn2	机关算尽	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 1.06, "src": "int"}]
lhn3	慧娘妙手	sure		2	[{"k": "heal", "tg": "mates", "mult": 0.4}]
lhn4	奇门遁甲	sure		2	[{"k": "shield", "tg": "self", "pct": 0.41}]
zyq1	双枪将	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.05}]
zyq2	双枪齐出	passive			[{"k": "pfollow", "chance": 0.28, "mult": 0.6}]
zyq3	祝家铁壁	sure		2	[{"k": "shield", "tg": "self", "pct": 0.29}]
zyq4	忠勇双全	passive			[{"k": "pstat", "stat": "atk", "pct": 0.14}]
dzb1	雷将神威	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.87}, {"k": "status", "tg": "hit", "st": "burn", "chance": 0.3, "dur": 2}]
dzb2	雷霆万钧	active	0.35		[{"k": "dmg", "tg": "all", "mult": 0.6}, {"k": "status", "tg": "hit", "st": "burn", "chance": 0.3, "dur": 2}]
dzb3	雷部护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.27}]
dzb4	雷将统帅	cmd			[{"k": "buff", "tg": "mates", "stat": "agi", "pct": 0.24, "dur": 3}]
ng1	铜锏横扫	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.73}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.25, "dur": 1}]
ng2	福将之力	passive			[{"k": "pstat", "stat": "atk", "pct": 0.1}]
ng3	福星高照	passive			[{"k": "pfollow", "chance": 0.29, "mult": 0.6}]
ng4	岳家福将	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.13, "dur": 3}]
yzx1	百步穿杨	active	0.65		[{"k": "dmg", "tg": "single", "mult": 2.1}]
yzx2	小商桥冲锋	active	0.5		[{"k": "dmg", "tg": "row", "mult": 1.1}, {"k": "status", "tg": "hit", "st": "vuln", "chance": 0.3, "dur": 2, "val": 0.2}]
yzx3	杨家枪法	active	0.55		[{"k": "dmg", "tg": "col", "mult": 1.4}]
yzx4	忠勇将军	passive			[{"k": "plow", "at": 0.4, "stat": "atk", "pct": 0.25}, {"k": "ptough"}]
yy1	双锤擂鼓	active	0.65		[{"k": "dmg", "tg": "single", "mult": 2.1}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.35, "dur": 1}]
yy2	少年英雄	active	0.65		[{"k": "dmg", "tg": "row", "mult": 1.3}, {"k": "buff", "tg": "self", "stat": "atk", "pct": 0.08, "dur": 2}]
yy3	银锤护体	passive			[{"k": "pshield", "pct": 0.2}, {"k": "pcut", "pct": 0.06}]
yy4	岳家小将	cmd			[{"k": "buff", "tg": "mates", "stat": "agi", "pct": 0.12, "dur": 3}, {"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.08, "dur": 3}]
zhx1	张宪神枪	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.85}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
zhx2	宪字旗冲锋	active	0.45		[{"k": "dmg", "tg": "col", "mult": 1.01}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
zhx3	宪字旗护盾	sure		2	[{"k": "shield", "tg": "self", "pct": 0.26}]
zhx4	岳家军魂	cmd			[{"k": "buff", "tg": "mates", "stat": "agi", "pct": 0.26, "dur": 3}]
bd1	砍杀	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.43}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
bd3	硬撑	passive			[{"k": "pcounter", "chance": 0.18, "mult": 0.8}]
bandit_1_sk3	招式3	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.79}]
bandit_1_sk4	招式4	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.98}]
bd2	劈砍	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.57}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
bandit_2_sk3	招式3	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.79}]
bandit_2_sk4	招式4	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.01}]
bandit_3_sk3	招式3	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.81}]
bandit_3_sk4	招式4	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.93}]
bandit_4_sk4	招式4	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.94}]
bandit_5_sk2	招式2	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.76}]
bandit_5_sk3	招式3	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.8}]
bandit_5_sk4	招式4	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.0}]
bandit_6_sk3	招式3	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.8}]
bandit_6_sk4	坚守	passive			[{"k": "pcounter", "chance": 0.19, "mult": 0.8}]
gs1	青龙偃月	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.1}, {"k": "status", "tg": "hit", "st": "vuln", "chance": 0.5, "dur": 2, "val": 0.25}]
gs2	关家刀法	active	0.65		[{"k": "dmg", "tg": "row", "mult": 1.35}]
gs3	大刀风采	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.12, "dur": 3}, {"k": "debuff", "tg": "all", "stat": "atk", "pct": 0.08, "dur": 2}]
gs4	名将之躯	passive			[{"k": "pcut", "pct": 0.12}, {"k": "ptough"}]
qm1	霹雳火	active	0.45		[{"k": "dmg", "tg": "all", "mult": 0.6}, {"k": "status", "tg": "hit", "st": "burn", "chance": 0.3, "dur": 2}]
qm2	狼牙棒	active	0.65		[{"k": "dmg", "tg": "single", "mult": 1.9}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.3, "dur": 1}]
qm3	烈火燎原	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.12, "dur": 3}]
qm4	霹雳护体	sure		2	[{"k": "shield", "tg": "mates", "pct": 0.12}]
hyz1	连环马阵	active	0.45		[{"k": "dmg", "tg": "row", "mult": 1.4}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.2, "dur": 1}]
hyz2	双鞭破敌	active	0.65		[{"k": "dmg", "tg": "single", "mult": 1.9}, {"k": "dmg", "tg": "single", "mult": 0.7}]
hyz3	铁甲连环	cmd			[{"k": "buff", "tg": "frontm", "stat": "def", "pct": 0.18, "dur": 3}, {"k": "shield", "tg": "frontm", "pct": 0.1}]
hyz4	钢鞭护体	passive			[{"k": "pcut", "pct": 0.1}, {"k": "pcounter", "chance": 0.3, "mult": 0.7}]
cj2n	柴氏门风	active	0.5		[{"k": "buff", "tg": "mates", "stat": "def", "pct": 0.33, "dur": 2}]
cj3n	仗义疏财	active	0.5		[{"k": "heal", "tg": "lowest", "mult": 3.9}]
cj4n	豪门气派	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 1.35, "src": "int"}]
cj5n	丹书铁券	sure		2	[{"k": "shield", "tg": "self", "pct": 0.39}]
ly1	飞刀绝技	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.07}]
ly2	扑天雕	active	0.45		[{"k": "dmg", "tg": "row", "mult": 1.09}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
ly3	李家庄主	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.12, "dur": 3}]
ly4	雕翎护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.41}]
zt1	美髯公	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.09}]
zt2	义气深重	passive			[{"k": "pshield", "pct": 0.24}]
zt3	义释英雄	sure		2	[{"k": "heal", "tg": "mates", "mult": 0.4}]
zt4	忠义堂	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.13, "dur": 3}]
yq2n	鹁鸽旋	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.05}]
yq3n	浪子风流	active	0.45		[{"k": "dmg", "tg": "row", "mult": 1.04}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
yq4n	巧取豪夺	sure		2	[{"k": "steal", "tg": "strongest", "stat": "atk", "pct": 0.19, "dur": 3}]
yq5n	风流倜傥	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 1.83, "src": "int"}]
bs1	病关索	active	0.65		[{"k": "dmg", "tg": "single", "mult": 2.0, "exec": {"at": 0.5, "mul": 1.6}}]
bs2	解家枪法	active	0.55		[{"k": "dmg", "tg": "row", "mult": 1.3}]
bs3	铁臂膊	passive			[{"k": "pcounter", "chance": 0.35, "mult": 0.8}]
bs4	步军骁将	passive			[{"k": "plow", "at": 0.5, "stat": "atk", "pct": 0.3}, {"k": "pdmg", "pct": 0.06}]
yx1	病关索	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.13}]
yx2	索命刀	active	0.45		[{"k": "dmg", "tg": "col", "mult": 1.05}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
yx3	铁骨铮铮	passive			[{"k": "pcounter", "chance": 0.26, "mult": 0.8}]
yx4	两院押狱	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.14, "dur": 3}]
jz2n	两头蛇牙	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.86}]
jz3n	蛇形游走	passive			[{"k": "pdodge", "chance": 0.14}]
jz4n	猎人本能	sure		2	[{"k": "shield", "tg": "self", "pct": 0.27}]
jz5n	登州猎户	cmd			[{"k": "buff", "tg": "mates", "stat": "agi", "pct": 0.23, "dur": 3}]
jb2n	双尾蝎刺	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.86}]
jb3n	蝎尾横扫	active	0.45		[{"k": "dmg", "tg": "row", "mult": 0.94}, {"k": "status", "tg": "hit", "st": "poison", "chance": 0.35, "dur": 3}]
jb4n	蝎甲护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.26}]
jb5n	毒蝎暗伏	active	0.55		[{"k": "dmg", "tg": "single", "mult": 2.31}, {"k": "status", "tg": "hit", "st": "poison", "chance": 0.35, "dur": 3}]
zq1	朱贵酒馆	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.7}]
zq2	酒中下毒	active	0.45		[{"k": "dmg", "tg": "single", "mult": 1.57}, {"k": "status", "tg": "hit", "st": "disarm", "chance": 0.7, "dur": 1}]
zq3	梁山耳目	sure		2	[{"k": "shield", "tg": "self", "pct": 0.21}]
zq4	情报网	cmd			[{"k": "buff", "tg": "mates", "stat": "agi", "pct": 0.18, "dur": 3}]
dq1	杜迁摸着天	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.75}]
dq2	长臂横扫	active	0.35		[{"k": "dmg", "tg": "all", "mult": 0.65}]
dq3	身高臂长	passive			[{"k": "pcounter", "chance": 0.19, "mult": 0.8}]
dq4	梁山元老	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.09, "dur": 3}]
sw1	宋万云里金刚	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.66}]
sw2	金刚怒目	passive			[{"k": "pcounter", "chance": 0.17, "mult": 0.8}]
sw3	金刚不坏	passive			[{"k": "pstat", "stat": "hp", "pct": 0.12}]
sw4	梁山元老	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.1, "dur": 3}]
wl1	王伦妒贤	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.65}]
wl2	嫉贤妒能	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 0.57, "src": "int"}]
wl3	梁山初主	sure		2	[{"k": "shield", "tg": "self", "pct": 0.21}]
wl4	白衣秀士	cmd			[{"k": "buff", "tg": "mates", "stat": "def", "pct": 0.15, "dur": 3}]
adq1	神医妙手	active	0.6		[{"k": "heal", "tg": "mates", "mult": 0.8}]
adq2	对症下药	sure		2	[{"k": "heal", "tg": "lowest", "mult": 2.2}, {"k": "cleanse", "tg": "lowest"}]
adq3	杏林春暖	cmd			[{"k": "heal", "tg": "mates", "pct": 0.1}, {"k": "buff", "tg": "mates", "stat": "def", "pct": 0.08, "dur": 3}]
adq4	麻沸散	active	0.55		[{"k": "status", "tg": "rand3", "st": "stun", "chance": 0.55, "dur": 1}, {"k": "dmg", "tg": "rand3", "mult": 0.3, "src": "int"}]
xr1	伪造文书	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 1.04, "src": "int"}]
xr2	模仿笔迹	sure		2	[{"k": "steal", "tg": "strongest", "stat": "atk", "pct": 0.17, "dur": 3}]
xr3	圣手书生	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.12, "dur": 3}]
xr4	妙笔生花	sure		2	[{"k": "heal", "tg": "mates", "mult": 0.5}]
jmq1	金毛犬	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.73}]
